"","Dataset","DWC below MRL.2.5%","DWC below MRL.5%","DWC below MRL.25%","DWC below MRL.50%","DWC below MRL.75%","DWC below MRL.95%","DWC below MRL.97.5%"
"1","Decatur-Train","0.006754203","0.008244116","0.014268575","0.019165950","0.024148275","0.028680110","0.029116217"
